               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.019793,           0.0082595,                   0,             0.99453,             0.99046,              0.9947,             0.78925,            0.021169,           0.0034348,                   0,            0.007615,            0.007615,            0.007615
                 161,            0.019851,           0.0082727,                   0,             0.99452,             0.99114,             0.99469,             0.78918,            0.021168,           0.0034346,                   0,              0.0076,              0.0076,              0.0076
                 162,            0.019898,           0.0082592,                   0,             0.99384,             0.99046,             0.99467,             0.78881,            0.021162,           0.0034338,                   0,            0.007585,            0.007585,            0.007585
                 163,            0.019774,           0.0082263,                   0,             0.99384,             0.99046,             0.99468,              0.7887,            0.021158,           0.0034337,                   0,             0.00757,             0.00757,             0.00757
                 164,             0.01968,           0.0081355,                   0,             0.99384,             0.99046,             0.99467,             0.78907,            0.021156,           0.0034336,                   0,            0.007555,            0.007555,            0.007555
                 165,            0.019833,           0.0082223,                   0,             0.99453,             0.99114,             0.99468,             0.78935,            0.021154,           0.0034331,                   0,             0.00754,             0.00754,             0.00754
                 166,            0.019721,            0.008171,                   0,             0.99453,             0.99113,             0.99467,             0.78945,            0.021157,           0.0034331,                   0,            0.007525,            0.007525,            0.007525
                 167,            0.019872,           0.0082008,                   0,             0.99451,             0.99114,             0.99467,             0.78961,            0.021159,           0.0034328,                   0,             0.00751,             0.00751,             0.00751
                 168,            0.019575,           0.0081613,                   0,             0.99453,             0.99114,             0.99466,             0.78942,            0.021164,           0.0034327,                   0,            0.007495,            0.007495,            0.007495
                 169,            0.019739,             0.00818,                   0,             0.99384,             0.99046,             0.99464,             0.78966,            0.021164,           0.0034326,                   0,             0.00748,             0.00748,             0.00748
                 170,            0.019564,           0.0081929,                   0,             0.99452,             0.99114,             0.99464,             0.78931,            0.021164,           0.0034326,                   0,            0.007465,            0.007465,            0.007465
                 171,            0.019684,           0.0081541,                   0,             0.99453,             0.99114,             0.99463,             0.78958,            0.021161,           0.0034322,                   0,             0.00745,             0.00745,             0.00745
                 172,             0.01971,           0.0081357,                   0,             0.99453,             0.99114,             0.99462,             0.78977,            0.021162,           0.0034316,                   0,            0.007435,            0.007435,            0.007435
                 173,            0.019641,           0.0081468,                   0,             0.99385,             0.99114,             0.99461,              0.7896,            0.021171,           0.0034311,                   0,             0.00742,             0.00742,             0.00742
                 174,            0.019638,           0.0081576,                   0,             0.99385,             0.99114,             0.99462,             0.78947,            0.021175,           0.0034305,                   0,            0.007405,            0.007405,            0.007405
                 175,             0.01963,           0.0081646,                   0,             0.99385,             0.99113,             0.99461,             0.78926,            0.021183,           0.0034304,                   0,             0.00739,             0.00739,             0.00739
                 176,            0.019557,           0.0082332,                   0,             0.99384,             0.99114,             0.99461,             0.78912,            0.021192,           0.0034306,                   0,            0.007375,            0.007375,            0.007375
                 177,            0.019614,           0.0081213,                   0,             0.99385,             0.99114,              0.9946,             0.78898,            0.021194,           0.0034311,                   0,             0.00736,             0.00736,             0.00736
                 178,             0.01962,            0.008124,                   0,             0.99385,             0.99114,              0.9946,             0.78945,            0.021197,           0.0034315,                   0,            0.007345,            0.007345,            0.007345
                 179,            0.019724,           0.0081842,                   0,             0.99385,             0.99113,              0.9946,             0.78997,            0.021201,           0.0034321,                   0,             0.00733,             0.00733,             0.00733
                 180,            0.019545,           0.0080741,                   0,             0.99384,             0.99114,              0.9946,             0.78933,            0.021208,            0.003433,                   0,            0.007315,            0.007315,            0.007315
                 181,            0.019623,           0.0081645,                   0,             0.99385,             0.99114,             0.99461,             0.78915,            0.021214,           0.0034327,                   0,              0.0073,              0.0073,              0.0073
                 182,            0.019716,           0.0081059,                   0,             0.99385,             0.99113,             0.99461,             0.78847,            0.021223,           0.0034333,                   0,            0.007285,            0.007285,            0.007285
                 183,            0.019348,           0.0080782,                   0,             0.99317,             0.99114,             0.99462,             0.78891,             0.02123,           0.0034338,                   0,             0.00727,             0.00727,             0.00727
                 184,            0.019608,           0.0080619,                   0,             0.99317,             0.99114,             0.99462,             0.78864,            0.021236,           0.0034342,                   0,            0.007255,            0.007255,            0.007255
                 185,            0.019459,           0.0080743,                   0,             0.99385,             0.99046,             0.99463,              0.7892,            0.021238,           0.0034341,                   0,             0.00724,             0.00724,             0.00724
                 186,            0.019698,            0.008055,                   0,             0.99317,             0.99114,             0.99463,             0.78955,            0.021241,           0.0034343,                   0,            0.007225,            0.007225,            0.007225
                 187,            0.019512,           0.0081921,                   0,             0.99385,             0.99046,             0.99463,             0.78855,            0.021247,           0.0034344,                   0,             0.00721,             0.00721,             0.00721
                 188,            0.019391,           0.0080103,                   0,             0.99384,             0.99046,             0.99462,             0.78907,            0.021254,           0.0034348,                   0,            0.007195,            0.007195,            0.007195
                 189,            0.019425,           0.0081588,                   0,             0.99384,             0.99046,             0.99463,             0.78887,            0.021254,           0.0034349,                   0,             0.00718,             0.00718,             0.00718
                 190,            0.019363,           0.0080802,                   0,             0.99384,             0.99046,             0.99463,             0.78903,            0.021256,           0.0034354,                   0,            0.007165,            0.007165,            0.007165
                 191,            0.019143,           0.0080294,                   0,             0.99447,             0.99046,             0.99463,             0.78868,            0.021249,           0.0034353,                   0,             0.00715,             0.00715,             0.00715
                 192,            0.019399,            0.008087,                   0,             0.99453,             0.99044,             0.99464,             0.78978,            0.021246,           0.0034354,                   0,            0.007135,            0.007135,            0.007135
                 193,            0.019368,           0.0080658,                   0,             0.99449,             0.99046,             0.99465,              0.7898,            0.021241,            0.003435,                   0,             0.00712,             0.00712,             0.00712
                 194,             0.01904,           0.0080349,                   0,             0.99385,             0.99114,             0.99466,             0.79011,            0.021239,            0.003435,                   0,            0.007105,            0.007105,            0.007105
                 195,            0.019204,           0.0079841,                   0,             0.99385,             0.99114,             0.99467,             0.79024,            0.021238,           0.0034352,                   0,             0.00709,             0.00709,             0.00709
                 196,            0.019199,           0.0080448,                   0,             0.99385,             0.99114,             0.99467,             0.78957,            0.021247,           0.0034354,                   0,            0.007075,            0.007075,            0.007075
                 197,            0.019244,            0.008039,                   0,             0.99385,             0.99114,             0.99468,             0.78978,             0.02125,           0.0034355,                   0,             0.00706,             0.00706,             0.00706
                 198,            0.019245,           0.0080074,                   0,             0.99385,             0.99114,             0.99468,             0.79012,            0.021257,           0.0034364,                   0,            0.007045,            0.007045,            0.007045
                 199,            0.019024,           0.0079851,                   0,             0.99385,             0.99114,             0.99468,             0.79022,            0.021266,           0.0034373,                   0,             0.00703,             0.00703,             0.00703
                 200,            0.018926,             0.00803,                   0,             0.99385,             0.99114,             0.99468,             0.79036,            0.021269,            0.003438,                   0,            0.007015,            0.007015,            0.007015
                 201,            0.019111,            0.007982,                   0,             0.99384,             0.99114,             0.99468,             0.79059,            0.021274,           0.0034384,                   0,               0.007,               0.007,               0.007
                 202,            0.019156,            0.008095,                   0,             0.99385,             0.99114,             0.99469,             0.79047,            0.021272,           0.0034384,                   0,            0.006985,            0.006985,            0.006985
                 203,             0.01928,            0.008045,                   0,             0.99449,             0.99114,             0.99469,              0.7903,            0.021264,           0.0034382,                   0,             0.00697,             0.00697,             0.00697
                 204,            0.019095,            0.008019,                   0,             0.99384,             0.99114,             0.99469,              0.7905,            0.021268,           0.0034385,                   0,            0.006955,            0.006955,            0.006955
                 205,            0.018927,           0.0080761,                   0,             0.99385,             0.99114,             0.99469,              0.7903,            0.021277,           0.0034385,                   0,             0.00694,             0.00694,             0.00694
                 206,            0.018923,           0.0079253,                   0,             0.99385,             0.99114,             0.99469,             0.79025,            0.021279,           0.0034389,                   0,            0.006925,            0.006925,            0.006925
                 207,            0.018807,           0.0079693,                   0,             0.99384,             0.99114,             0.99469,             0.79048,            0.021284,           0.0034396,                   0,             0.00691,             0.00691,             0.00691
                 208,             0.01891,           0.0079348,                   0,             0.99384,             0.99114,              0.9947,             0.79001,            0.021294,           0.0034404,                   0,            0.006895,            0.006895,            0.006895
                 209,            0.019127,           0.0079661,                   0,             0.99385,             0.99114,             0.99469,                0.79,            0.021299,           0.0034413,                   0,             0.00688,             0.00688,             0.00688
                 210,            0.019007,           0.0079802,                   0,             0.99385,             0.99114,             0.99469,             0.78969,            0.021302,           0.0034421,                   0,            0.006865,            0.006865,            0.006865
                 211,            0.018838,            0.007906,                   0,             0.99385,             0.99114,             0.99468,             0.78996,            0.021308,           0.0034427,                   0,             0.00685,             0.00685,             0.00685
                 212,            0.018931,           0.0079496,                   0,             0.99453,             0.99046,             0.99469,             0.79007,            0.021312,           0.0034434,                   0,            0.006835,            0.006835,            0.006835
                 213,            0.018909,           0.0079679,                   0,             0.99453,             0.99045,             0.99469,             0.78991,            0.021314,            0.003444,                   0,             0.00682,             0.00682,             0.00682
                 214,            0.018716,           0.0079008,                   0,             0.99452,             0.98978,             0.99469,             0.79005,            0.021313,           0.0034446,                   0,            0.006805,            0.006805,            0.006805
                 215,            0.018769,           0.0078715,                   0,             0.99385,             0.99044,             0.99468,             0.79019,            0.021314,           0.0034456,                   0,             0.00679,             0.00679,             0.00679
                 216,            0.018692,           0.0079572,                   0,             0.99317,             0.99111,             0.99467,             0.79005,            0.021313,           0.0034458,                   0,            0.006775,            0.006775,            0.006775
                 217,            0.018572,           0.0078389,                   0,             0.99317,             0.99113,             0.99468,             0.79013,            0.021312,           0.0034462,                   0,             0.00676,             0.00676,             0.00676
                 218,            0.018661,           0.0078917,                   0,             0.99313,             0.99114,             0.99468,              0.7901,            0.021312,            0.003447,                   0,            0.006745,            0.006745,            0.006745
                 219,            0.018598,           0.0078253,                   0,             0.99376,             0.99114,             0.99469,             0.78997,            0.021304,           0.0034477,                   0,             0.00673,             0.00673,             0.00673
                 220,            0.018429,           0.0077738,                   0,             0.99385,             0.99111,             0.99469,             0.79017,              0.0213,            0.003448,                   0,            0.006715,            0.006715,            0.006715
                 221,            0.018384,           0.0077646,                   0,             0.99385,             0.99112,             0.99468,             0.79014,            0.021296,           0.0034482,                   0,              0.0067,              0.0067,              0.0067
                 222,            0.018691,           0.0078108,                   0,             0.99384,             0.99046,             0.99468,             0.78965,            0.021295,           0.0034494,                   0,            0.006685,            0.006685,            0.006685
                 223,            0.018546,            0.007831,                   0,             0.99384,             0.99046,             0.99467,             0.78978,            0.021295,           0.0034506,                   0,             0.00667,             0.00667,             0.00667
                 224,            0.018613,           0.0078575,                   0,             0.99385,             0.99044,             0.99466,              0.7901,            0.021296,           0.0034516,                   0,            0.006655,            0.006655,            0.006655
                 225,            0.018511,           0.0077796,                   0,             0.99385,             0.99114,             0.99464,             0.79036,             0.02129,           0.0034519,                   0,             0.00664,             0.00664,             0.00664
                 226,            0.018554,           0.0078287,                   0,             0.99385,             0.99113,             0.99464,             0.79038,            0.021287,           0.0034526,                   0,            0.006625,            0.006625,            0.006625
                 227,             0.01841,           0.0077615,                   0,             0.99385,             0.99113,             0.99464,             0.79086,            0.021285,           0.0034532,                   0,             0.00661,             0.00661,             0.00661
                 228,             0.01864,           0.0077551,                   0,             0.99385,             0.99114,             0.99464,             0.79046,            0.021283,           0.0034536,                   0,            0.006595,            0.006595,            0.006595
                 229,            0.018487,           0.0077816,                   0,             0.99384,             0.99114,             0.99462,             0.79132,            0.021281,           0.0034546,                   0,             0.00658,             0.00658,             0.00658
                 230,            0.018572,            0.007775,                   0,             0.99385,             0.99113,              0.9946,             0.79078,            0.021284,           0.0034562,                   0,            0.006565,            0.006565,            0.006565
                 231,            0.018461,           0.0078128,                   0,             0.99318,             0.99181,             0.99458,             0.79069,            0.021282,           0.0034572,                   0,             0.00655,             0.00655,             0.00655
                 232,            0.018537,           0.0077731,                   0,             0.99385,             0.99114,             0.99458,             0.79075,            0.021281,           0.0034585,                   0,            0.006535,            0.006535,            0.006535
                 233,            0.018368,           0.0077442,                   0,             0.99384,             0.99114,             0.99455,             0.79093,            0.021281,           0.0034593,                   0,             0.00652,             0.00652,             0.00652
                 234,            0.018477,           0.0077703,                   0,             0.99384,             0.99114,             0.99455,             0.79112,            0.021282,           0.0034607,                   0,            0.006505,            0.006505,            0.006505
                 235,             0.01846,           0.0078031,                   0,             0.99385,             0.99114,             0.99454,             0.79114,            0.021279,            0.003462,                   0,             0.00649,             0.00649,             0.00649
                 236,            0.018188,            0.007662,                   0,             0.99385,             0.99114,             0.99452,              0.7909,            0.021281,            0.003463,                   0,            0.006475,            0.006475,            0.006475
                 237,            0.018296,           0.0076695,                   0,             0.99385,             0.99114,             0.99453,             0.79116,            0.021282,           0.0034641,                   0,             0.00646,             0.00646,             0.00646
                 238,             0.01846,           0.0077641,                   0,              0.9925,             0.99182,              0.9945,              0.7909,            0.021281,           0.0034654,                   0,            0.006445,            0.006445,            0.006445
                 239,            0.018412,           0.0077264,                   0,             0.99317,             0.99114,             0.99448,             0.79076,            0.021276,           0.0034669,                   0,             0.00643,             0.00643,             0.00643
                 240,            0.018317,           0.0076634,                   0,             0.99317,             0.99114,             0.99445,             0.79104,            0.021274,           0.0034687,                   0,            0.006415,            0.006415,            0.006415
                 241,             0.01847,           0.0078014,                   0,             0.99453,             0.99045,             0.99445,             0.79049,            0.021267,           0.0034691,                   0,              0.0064,              0.0064,              0.0064
                 242,            0.018235,            0.007729,                   0,             0.99452,             0.99046,             0.99443,             0.79029,            0.021263,           0.0034696,                   0,            0.006385,            0.006385,            0.006385
                 243,             0.01815,           0.0077517,                   0,             0.99453,             0.99046,             0.99443,             0.79084,            0.021262,             0.00347,                   0,             0.00637,             0.00637,             0.00637
                 244,             0.01813,           0.0077245,                   0,             0.99453,             0.99046,             0.99443,             0.79037,            0.021258,           0.0034708,                   0,            0.006355,            0.006355,            0.006355
                 245,            0.018073,             0.00771,                   0,             0.99384,             0.99114,             0.99444,             0.79106,            0.021261,           0.0034719,                   0,             0.00634,             0.00634,             0.00634
                 246,            0.018162,           0.0077893,                   0,             0.99385,             0.99113,             0.99444,             0.79107,            0.021262,            0.003473,                   0,            0.006325,            0.006325,            0.006325
                 247,            0.017939,           0.0077504,                   0,             0.99385,             0.99114,             0.99443,             0.79027,            0.021268,           0.0034738,                   0,             0.00631,             0.00631,             0.00631
                 248,            0.018223,           0.0076906,                   0,             0.99385,             0.99114,             0.99444,             0.78996,            0.021266,           0.0034742,                   0,            0.006295,            0.006295,            0.006295
                 249,            0.018162,           0.0077204,                   0,             0.99385,             0.99114,             0.99444,             0.79046,            0.021264,           0.0034747,                   0,             0.00628,             0.00628,             0.00628
                 250,            0.017935,           0.0076738,                   0,             0.99385,             0.99114,             0.99445,             0.79038,            0.021262,           0.0034752,                   0,            0.006265,            0.006265,            0.006265
                 251,             0.01805,           0.0076239,                   0,             0.99385,             0.99114,             0.99443,             0.79033,             0.02126,           0.0034763,                   0,             0.00625,             0.00625,             0.00625
                 252,            0.018075,           0.0077269,                   0,             0.99317,             0.99114,             0.99444,             0.78998,            0.021259,           0.0034766,                   0,            0.006235,            0.006235,            0.006235
                 253,            0.018151,           0.0076484,                   0,             0.99317,             0.99114,             0.99446,             0.79044,            0.021254,           0.0034772,                   0,             0.00622,             0.00622,             0.00622
                 254,            0.017801,           0.0076359,                   0,             0.99317,             0.99114,             0.99446,             0.79028,            0.021251,           0.0034778,                   0,            0.006205,            0.006205,            0.006205
                 255,            0.017736,           0.0075933,                   0,             0.99317,             0.99114,             0.99449,             0.79022,            0.021253,           0.0034793,                   0,             0.00619,             0.00619,             0.00619
                 256,            0.017913,           0.0076866,                   0,             0.99453,             0.99046,              0.9945,             0.79002,             0.02125,           0.0034802,                   0,            0.006175,            0.006175,            0.006175
                 257,            0.018088,           0.0076454,                   0,             0.99453,             0.99045,             0.99452,             0.78997,            0.021248,           0.0034809,                   0,             0.00616,             0.00616,             0.00616
                 258,            0.017992,            0.007603,                   0,             0.99317,             0.99114,             0.99453,             0.78982,            0.021242,           0.0034816,                   0,            0.006145,            0.006145,            0.006145
                 259,            0.017911,           0.0076831,                   0,             0.99317,             0.99114,             0.99456,             0.78993,            0.021241,           0.0034823,                   0,             0.00613,             0.00613,             0.00613
                 260,            0.018056,           0.0076909,                   0,             0.99317,             0.99114,             0.99456,             0.79007,            0.021238,           0.0034827,                   0,            0.006115,            0.006115,            0.006115
                 261,            0.017943,           0.0076044,                   0,             0.99317,             0.99114,             0.99458,             0.78986,            0.021235,           0.0034839,                   0,              0.0061,              0.0061,              0.0061
                 262,            0.017878,           0.0076234,                   0,             0.99521,             0.98975,             0.99457,             0.78937,            0.021233,           0.0034846,                   0,            0.006085,            0.006085,            0.006085
                 263,            0.017907,           0.0075828,                   0,             0.99317,             0.99114,             0.99457,             0.78964,            0.021233,           0.0034853,                   0,             0.00607,             0.00607,             0.00607
                 264,            0.017717,           0.0075483,                   0,             0.99453,             0.99045,             0.99459,             0.78991,            0.021236,           0.0034869,                   0,            0.006055,            0.006055,            0.006055
                 265,            0.017772,            0.007561,                   0,             0.99447,             0.99046,             0.99459,             0.78968,            0.021233,           0.0034883,                   0,             0.00604,             0.00604,             0.00604
                 266,            0.017637,           0.0075269,                   0,             0.99453,             0.99046,              0.9946,             0.78953,            0.021236,           0.0034902,                   0,            0.006025,            0.006025,            0.006025
                 267,            0.017637,           0.0076584,                   0,             0.99453,             0.99045,              0.9946,             0.78957,            0.021231,           0.0034916,                   0,             0.00601,             0.00601,             0.00601
                 268,            0.017768,           0.0075112,                   0,             0.99453,             0.99046,              0.9946,             0.78975,            0.021232,            0.003493,                   0,            0.005995,            0.005995,            0.005995
                 269,            0.017683,           0.0075266,                   0,             0.99452,             0.98978,             0.99459,             0.78969,            0.021234,            0.003494,                   0,             0.00598,             0.00598,             0.00598
                 270,            0.017669,           0.0074742,                   0,             0.99452,             0.98977,              0.9946,             0.78964,            0.021236,           0.0034953,                   0,            0.005965,            0.005965,            0.005965
                 271,            0.017685,           0.0075548,                   0,             0.99452,             0.98977,             0.99461,              0.7901,            0.021236,           0.0034959,                   0,             0.00595,             0.00595,             0.00595
                 272,            0.017717,           0.0075286,                   0,             0.99451,             0.98978,             0.99459,             0.79026,            0.021237,           0.0034967,                   0,            0.005935,            0.005935,            0.005935
                 273,            0.017511,           0.0074897,                   0,             0.99451,             0.98978,              0.9946,             0.79062,            0.021239,           0.0034976,                   0,             0.00592,             0.00592,             0.00592
                 274,            0.017725,           0.0074693,                   0,             0.99451,             0.98978,             0.99461,             0.79076,            0.021237,           0.0034985,                   0,            0.005905,            0.005905,            0.005905
                 275,            0.017955,           0.0075455,                   0,             0.99451,             0.98978,             0.99461,             0.79119,            0.021237,           0.0034988,                   0,             0.00589,             0.00589,             0.00589
                 276,            0.017624,           0.0075195,                   0,             0.99452,             0.98978,             0.99461,             0.79147,            0.021238,           0.0034998,                   0,            0.005875,            0.005875,            0.005875
                 277,            0.017263,            0.007434,                   0,             0.99452,             0.98978,             0.99462,              0.7913,            0.021237,           0.0035007,                   0,             0.00586,             0.00586,             0.00586
                 278,            0.017342,           0.0074611,                   0,             0.99452,             0.98978,             0.99462,             0.79177,            0.021236,           0.0035018,                   0,            0.005845,            0.005845,            0.005845
                 279,            0.017554,            0.007517,                   0,             0.99452,             0.98977,             0.99462,             0.79149,            0.021238,           0.0035025,                   0,             0.00583,             0.00583,             0.00583
                 280,            0.017413,           0.0074998,                   0,             0.99452,             0.98978,             0.99462,              0.7915,            0.021238,           0.0035036,                   0,            0.005815,            0.005815,            0.005815
                 281,            0.017548,           0.0074543,                   0,             0.99452,             0.98978,              0.9946,             0.79149,             0.02124,            0.003505,                   0,              0.0058,              0.0058,              0.0058
                 282,            0.017497,           0.0073789,                   0,             0.99452,             0.98978,             0.99459,             0.79147,            0.021243,           0.0035063,                   0,            0.005785,            0.005785,            0.005785
                 283,            0.017479,           0.0075044,                   0,             0.99452,             0.98978,              0.9946,             0.79161,            0.021245,           0.0035073,                   0,             0.00577,             0.00577,             0.00577
                 284,             0.01757,           0.0075504,                   0,             0.99451,             0.98978,             0.99459,             0.79162,            0.021247,           0.0035084,                   0,            0.005755,            0.005755,            0.005755
                 285,            0.017452,           0.0074349,                   0,              0.9952,             0.98978,              0.9946,              0.7918,            0.021246,           0.0035087,                   0,             0.00574,             0.00574,             0.00574
                 286,            0.017318,           0.0073479,                   0,              0.9952,             0.98978,              0.9946,             0.79179,            0.021243,           0.0035091,                   0,            0.005725,            0.005725,            0.005725
                 287,            0.017413,           0.0074777,                   0,              0.9952,             0.98978,             0.99461,             0.79153,            0.021244,           0.0035103,                   0,             0.00571,             0.00571,             0.00571
                 288,            0.017119,           0.0073318,                   0,              0.9952,             0.98978,             0.99461,              0.7914,            0.021246,           0.0035114,                   0,            0.005695,            0.005695,            0.005695
                 289,            0.017138,            0.007405,                   0,              0.9952,             0.98978,             0.99463,             0.79169,            0.021249,           0.0035119,                   0,             0.00568,             0.00568,             0.00568
                 290,            0.017329,           0.0072757,                   0,              0.9952,             0.98978,             0.99465,             0.79189,            0.021251,           0.0035126,                   0,            0.005665,            0.005665,            0.005665
                 291,            0.017345,            0.007459,                   0,              0.9952,             0.98978,             0.99466,             0.79155,            0.021252,           0.0035137,                   0,             0.00565,             0.00565,             0.00565
                 292,            0.017296,           0.0073899,                   0,              0.9952,             0.98978,             0.99465,             0.79134,            0.021252,           0.0035147,                   0,            0.005635,            0.005635,            0.005635
                 293,            0.017313,           0.0074518,                   0,              0.9952,             0.98978,             0.99467,             0.79173,            0.021254,           0.0035155,                   0,             0.00562,             0.00562,             0.00562
                 294,            0.017214,           0.0073901,                   0,              0.9952,             0.98978,             0.99468,              0.7912,            0.021253,           0.0035164,                   0,            0.005605,            0.005605,            0.005605
                 295,            0.017148,           0.0073563,                   0,              0.9952,             0.98978,             0.99468,             0.79167,            0.021253,            0.003517,                   0,             0.00559,             0.00559,             0.00559
                 296,            0.017159,           0.0074123,                   0,              0.9952,             0.98978,             0.99469,             0.79148,            0.021257,           0.0035179,                   0,            0.005575,            0.005575,            0.005575
                 297,            0.017194,           0.0073123,                   0,              0.9952,             0.98978,              0.9947,             0.79166,            0.021256,           0.0035185,                   0,             0.00556,             0.00556,             0.00556
                 298,            0.016997,           0.0073339,                   0,              0.9952,             0.98978,             0.99471,              0.7914,            0.021258,           0.0035201,                   0,            0.005545,            0.005545,            0.005545
                 299,            0.017197,            0.007394,                   0,              0.9952,             0.98978,             0.99471,             0.79129,            0.021261,            0.003521,                   0,             0.00553,             0.00553,             0.00553
                 300,            0.017183,           0.0073177,                   0,              0.9952,             0.98978,             0.99472,              0.7914,            0.021261,            0.003522,                   0,            0.005515,            0.005515,            0.005515
                 301,            0.017096,           0.0072926,                   0,             0.99519,             0.98978,             0.99473,             0.79151,            0.021266,            0.003523,                   0,              0.0055,              0.0055,              0.0055
                 302,            0.017033,           0.0072999,                   0,              0.9952,             0.98978,             0.99473,             0.79161,            0.021267,           0.0035242,                   0,            0.005485,            0.005485,            0.005485
                 303,            0.017023,           0.0073464,                   0,             0.99519,             0.98978,             0.99474,             0.79115,             0.02127,           0.0035253,                   0,             0.00547,             0.00547,             0.00547
                 304,            0.016912,           0.0073064,                   0,              0.9952,             0.98978,             0.99475,             0.79116,            0.021272,           0.0035265,                   0,            0.005455,            0.005455,            0.005455
                 305,            0.017003,           0.0072994,                   0,              0.9952,             0.98978,             0.99476,             0.79095,            0.021275,           0.0035283,                   0,             0.00544,             0.00544,             0.00544
                 306,            0.017167,           0.0074004,                   0,              0.9952,             0.98978,             0.99476,             0.79085,            0.021279,           0.0035296,                   0,            0.005425,            0.005425,            0.005425
                 307,            0.016858,           0.0072563,                   0,              0.9952,             0.98978,             0.99476,             0.79086,            0.021281,           0.0035315,                   0,             0.00541,             0.00541,             0.00541
                 308,            0.016842,           0.0073074,                   0,              0.9952,             0.98978,             0.99477,             0.79064,            0.021286,            0.003533,                   0,            0.005395,            0.005395,            0.005395
                 309,            0.017061,           0.0073406,                   0,             0.99519,             0.98978,             0.99478,             0.79108,            0.021289,           0.0035345,                   0,             0.00538,             0.00538,             0.00538
                 310,            0.016877,           0.0073438,                   0,              0.9952,             0.98978,             0.99478,             0.79091,            0.021294,            0.003536,                   0,            0.005365,            0.005365,            0.005365
                 311,             0.01683,           0.0072719,                   0,             0.99519,             0.98978,             0.99478,             0.79118,            0.021297,           0.0035375,                   0,             0.00535,             0.00535,             0.00535
                 312,            0.016871,           0.0072852,                   0,             0.99589,             0.99046,              0.9948,             0.79093,            0.021299,           0.0035391,                   0,            0.005335,            0.005335,            0.005335
                 313,            0.016611,           0.0072584,                   0,             0.99586,             0.99046,              0.9948,             0.79116,            0.021307,           0.0035412,                   0,             0.00532,             0.00532,             0.00532
                 314,            0.016888,           0.0073311,                   0,             0.99522,             0.99182,             0.99481,             0.79065,            0.021313,           0.0035429,                   0,            0.005305,            0.005305,            0.005305
                 315,            0.016849,           0.0072564,                   0,             0.99521,             0.99183,             0.99481,             0.79105,            0.021318,           0.0035447,                   0,             0.00529,             0.00529,             0.00529
                 316,            0.016796,           0.0072629,                   0,              0.9959,             0.99249,             0.99485,              0.7911,            0.021322,           0.0035462,                   0,            0.005275,            0.005275,            0.005275
                 317,            0.016885,           0.0073009,                   0,             0.99589,             0.99251,             0.99486,             0.79156,            0.021325,            0.003548,                   0,             0.00526,             0.00526,             0.00526
                 318,            0.016714,            0.007219,                   0,              0.9959,              0.9925,             0.99486,              0.7909,            0.021327,           0.0035495,                   0,            0.005245,            0.005245,            0.005245
                 319,            0.016683,           0.0072721,                   0,             0.99589,             0.99251,             0.99486,             0.79092,            0.021329,           0.0035511,                   0,             0.00523,             0.00523,             0.00523
                 320,            0.016846,           0.0072763,                   0,              0.9959,              0.9925,             0.99487,             0.79091,            0.021333,           0.0035525,                   0,            0.005215,            0.005215,            0.005215
                 321,            0.016672,           0.0071392,                   0,              0.9959,             0.99251,             0.99487,             0.79108,            0.021334,           0.0035538,                   0,              0.0052,              0.0052,              0.0052
                 322,            0.016866,           0.0072534,                   0,             0.99589,             0.99251,             0.99487,             0.79144,            0.021336,           0.0035553,                   0,            0.005185,            0.005185,            0.005185
                 323,            0.016686,           0.0071855,                   0,             0.99589,             0.99251,             0.99487,             0.79076,            0.021336,            0.003557,                   0,             0.00517,             0.00517,             0.00517
                 324,            0.016777,           0.0071258,                   0,             0.99589,             0.99251,             0.99487,             0.79041,             0.02134,           0.0035585,                   0,            0.005155,            0.005155,            0.005155
                 325,            0.016674,           0.0072656,                   0,             0.99589,             0.99251,             0.99487,             0.79055,            0.021347,           0.0035606,                   0,             0.00514,             0.00514,             0.00514
                 326,            0.016488,           0.0071229,                   0,             0.99589,             0.99251,             0.99487,             0.79103,            0.021354,           0.0035624,                   0,            0.005125,            0.005125,            0.005125
                 327,            0.016621,           0.0071789,                   0,             0.99589,             0.99251,             0.99487,             0.79011,            0.021359,           0.0035639,                   0,             0.00511,             0.00511,             0.00511
                 328,            0.016588,           0.0071262,                   0,             0.99589,             0.99251,             0.99487,             0.79001,             0.02136,           0.0035651,                   0,            0.005095,            0.005095,            0.005095
                 329,            0.016632,           0.0071854,                   0,              0.9959,             0.99251,             0.99487,             0.78972,            0.021367,           0.0035665,                   0,             0.00508,             0.00508,             0.00508
                 330,            0.016596,           0.0071904,                   0,              0.9959,              0.9925,             0.99487,              0.7898,             0.02137,           0.0035682,                   0,            0.005065,            0.005065,            0.005065
                 331,            0.016397,           0.0071531,                   0,             0.99589,             0.99251,             0.99487,             0.79028,            0.021377,           0.0035698,                   0,             0.00505,             0.00505,             0.00505
                 332,            0.016506,           0.0071386,                   0,             0.99589,             0.99251,             0.99487,             0.78974,            0.021378,           0.0035715,                   0,            0.005035,            0.005035,            0.005035
                 333,            0.016635,           0.0071271,                   0,              0.9959,             0.99251,             0.99487,             0.78956,            0.021379,           0.0035731,                   0,             0.00502,             0.00502,             0.00502
