               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 334,            0.016487,           0.0071273,                   0,              0.9959,             0.99251,             0.99487,             0.78965,            0.021381,            0.003575,                   0,            0.005005,            0.005005,            0.005005
                 335,            0.016404,            0.007059,                   0,              0.9959,              0.9925,             0.99487,             0.78963,            0.021381,            0.003577,                   0,             0.00499,             0.00499,             0.00499
                 336,             0.01632,           0.0070898,                   0,              0.9959,             0.99251,             0.99487,             0.78934,            0.021383,            0.003579,                   0,            0.004975,            0.004975,            0.004975
                 337,            0.016255,           0.0071044,                   0,             0.99589,             0.99251,             0.99487,             0.78957,            0.021385,           0.0035798,                   0,             0.00496,             0.00496,             0.00496
                 338,            0.016345,           0.0070488,                   0,              0.9959,             0.99251,             0.99487,             0.78934,            0.021388,            0.003581,                   0,            0.004945,            0.004945,            0.004945
                 339,            0.016203,           0.0070413,                   0,              0.9959,             0.99251,             0.99487,             0.78928,             0.02139,           0.0035826,                   0,             0.00493,             0.00493,             0.00493
                 340,             0.01627,           0.0071148,                   0,             0.99521,             0.99183,             0.99483,             0.78941,            0.021397,           0.0035843,                   0,            0.004915,            0.004915,            0.004915
                 341,            0.016281,            0.007116,                   0,             0.99521,             0.99183,             0.99483,             0.78983,            0.021403,           0.0035856,                   0,              0.0049,              0.0049,              0.0049
                 342,            0.016239,             0.00713,                   0,             0.99521,             0.99183,             0.99483,             0.78991,            0.021406,           0.0035865,                   0,            0.004885,            0.004885,            0.004885
                 343,            0.016145,           0.0070062,                   0,             0.99521,             0.99183,             0.99483,             0.78983,            0.021411,           0.0035876,                   0,             0.00487,             0.00487,             0.00487
                 344,            0.016147,           0.0070292,                   0,             0.99521,             0.99183,             0.99483,              0.7898,            0.021415,           0.0035896,                   0,            0.004855,            0.004855,            0.004855
                 345,            0.016178,           0.0070638,                   0,             0.99521,             0.99183,             0.99483,              0.7899,            0.021422,           0.0035912,                   0,             0.00484,             0.00484,             0.00484
                 346,            0.016104,           0.0070546,                   0,             0.99521,             0.99183,             0.99483,             0.78955,            0.021429,           0.0035926,                   0,            0.004825,            0.004825,            0.004825
                 347,             0.01619,           0.0070093,                   0,             0.99521,             0.99183,             0.99483,             0.78965,            0.021437,           0.0035942,                   0,             0.00481,             0.00481,             0.00481
                 348,            0.016242,           0.0070973,                   0,             0.99521,             0.99183,             0.99483,              0.7894,            0.021441,            0.003596,                   0,            0.004795,            0.004795,            0.004795
                 349,            0.016117,           0.0070803,                   0,             0.99521,             0.99183,             0.99484,             0.78951,            0.021438,           0.0035967,                   0,             0.00478,             0.00478,             0.00478
                 350,            0.016135,           0.0069399,                   0,             0.99521,             0.99183,             0.99484,             0.78966,             0.02144,           0.0035981,                   0,            0.004765,            0.004765,            0.004765
                 351,            0.016073,           0.0069544,                   0,             0.99521,             0.99183,             0.99484,             0.78981,            0.021441,           0.0035999,                   0,             0.00475,             0.00475,             0.00475
                 352,            0.016257,           0.0069874,                   0,             0.99521,             0.99183,             0.99483,             0.78966,            0.021444,           0.0036016,                   0,            0.004735,            0.004735,            0.004735
                 353,            0.016115,             0.00708,                   0,             0.99521,             0.99183,             0.99484,             0.78934,             0.02145,           0.0036027,                   0,             0.00472,             0.00472,             0.00472
                 354,            0.015979,            0.007048,                   0,             0.99521,             0.99183,             0.99483,             0.78939,            0.021452,           0.0036036,                   0,            0.004705,            0.004705,            0.004705
                 355,            0.016023,            0.006987,                   0,             0.99521,             0.99183,             0.99483,              0.7895,            0.021455,           0.0036049,                   0,             0.00469,             0.00469,             0.00469
                 356,            0.015974,           0.0069247,                   0,             0.99521,             0.99183,             0.99484,             0.78954,            0.021461,           0.0036065,                   0,            0.004675,            0.004675,            0.004675
                 357,            0.016023,           0.0070228,                   0,             0.99521,             0.99183,             0.99484,             0.78947,            0.021464,           0.0036085,                   0,             0.00466,             0.00466,             0.00466
                 358,            0.016021,            0.006982,                   0,             0.99521,             0.99183,             0.99484,             0.78959,            0.021464,           0.0036106,                   0,            0.004645,            0.004645,            0.004645
                 359,            0.016105,           0.0070009,                   0,             0.99521,             0.99183,             0.99484,             0.78988,            0.021465,           0.0036128,                   0,             0.00463,             0.00463,             0.00463
                 360,            0.016088,           0.0070885,                   0,             0.99521,             0.99183,             0.99484,             0.78965,            0.021467,           0.0036138,                   0,            0.004615,            0.004615,            0.004615
                 361,            0.016054,           0.0069016,                   0,             0.99521,             0.99183,             0.99484,             0.78998,            0.021469,           0.0036163,                   0,              0.0046,              0.0046,              0.0046
                 362,            0.015908,           0.0069128,                   0,             0.99521,             0.99183,             0.99484,             0.78952,            0.021473,           0.0036182,                   0,            0.004585,            0.004585,            0.004585
                 363,            0.015889,           0.0069094,                   0,             0.99521,             0.99183,             0.99484,             0.78899,            0.021477,           0.0036207,                   0,             0.00457,             0.00457,             0.00457
                 364,            0.015884,            0.006868,                   0,             0.99521,             0.99183,             0.99484,             0.78919,             0.02148,           0.0036227,                   0,            0.004555,            0.004555,            0.004555
                 365,            0.015952,           0.0069541,                   0,             0.99521,             0.99183,             0.99484,             0.78944,            0.021479,           0.0036245,                   0,             0.00454,             0.00454,             0.00454
                 366,            0.015996,           0.0068846,                   0,             0.99522,             0.99182,             0.99484,             0.78976,            0.021477,           0.0036259,                   0,            0.004525,            0.004525,            0.004525
                 367,            0.015687,           0.0069425,                   0,             0.99521,             0.99183,             0.99484,              0.7902,            0.021479,           0.0036279,                   0,             0.00451,             0.00451,             0.00451
                 368,            0.015942,            0.006979,                   0,             0.99522,             0.99182,             0.99484,             0.79044,            0.021479,           0.0036299,                   0,            0.004495,            0.004495,            0.004495
                 369,            0.015694,            0.006864,                   0,             0.99521,             0.99183,             0.99484,             0.79027,            0.021483,           0.0036318,                   0,             0.00448,             0.00448,             0.00448
                 370,            0.015896,           0.0068942,                   0,             0.99521,             0.99183,             0.99484,             0.78981,            0.021483,           0.0036332,                   0,            0.004465,            0.004465,            0.004465
                 371,             0.01581,           0.0068921,                   0,             0.99521,             0.99183,             0.99484,             0.78976,            0.021491,           0.0036353,                   0,             0.00445,             0.00445,             0.00445
                 372,            0.015836,           0.0068757,                   0,             0.99522,             0.99182,             0.99485,             0.79026,            0.021491,           0.0036372,                   0,            0.004435,            0.004435,            0.004435
                 373,            0.015635,           0.0069066,                   0,             0.99522,             0.99182,             0.99485,             0.79011,            0.021493,           0.0036391,                   0,             0.00442,             0.00442,             0.00442
                 374,            0.015435,           0.0068233,                   0,             0.99522,             0.99182,             0.99485,             0.78999,            0.021491,            0.003641,                   0,            0.004405,            0.004405,            0.004405
                 375,            0.015543,           0.0068423,                   0,             0.99521,             0.99183,             0.99484,             0.78998,            0.021489,           0.0036433,                   0,             0.00439,             0.00439,             0.00439
                 376,             0.01582,           0.0067998,                   0,             0.99521,             0.99183,             0.99485,             0.79019,            0.021484,           0.0036452,                   0,            0.004375,            0.004375,            0.004375
                 377,            0.015787,           0.0068872,                   0,             0.99386,             0.99183,             0.99483,             0.79009,            0.021479,           0.0036473,                   0,             0.00436,             0.00436,             0.00436
                 378,            0.015504,           0.0067784,                   0,             0.99385,             0.99183,             0.99483,             0.79045,            0.021473,           0.0036492,                   0,            0.004345,            0.004345,            0.004345
                 379,            0.015501,            0.006829,                   0,             0.99385,             0.99183,             0.99483,             0.79006,             0.02147,           0.0036514,                   0,             0.00433,             0.00433,             0.00433
                 380,            0.015579,           0.0068198,                   0,             0.99386,             0.99183,             0.99483,             0.78986,             0.02147,            0.003654,                   0,            0.004315,            0.004315,            0.004315
                 381,            0.015453,           0.0068938,                   0,             0.99386,             0.99183,             0.99483,             0.79011,            0.021469,           0.0036553,                   0,              0.0043,              0.0043,              0.0043
                 382,            0.015537,           0.0068183,                   0,             0.99386,             0.99182,             0.99483,             0.79041,            0.021469,           0.0036566,                   0,            0.004285,            0.004285,            0.004285
                 383,             0.01541,           0.0068155,                   0,             0.99386,             0.99183,             0.99482,             0.78999,            0.021471,           0.0036581,                   0,             0.00427,             0.00427,             0.00427
                 384,            0.015352,           0.0068272,                   0,             0.99386,             0.99182,             0.99482,             0.79008,            0.021469,           0.0036601,                   0,            0.004255,            0.004255,            0.004255
                 385,            0.015537,             0.00684,                   0,             0.99386,             0.99183,             0.99482,             0.79017,            0.021472,           0.0036616,                   0,             0.00424,             0.00424,             0.00424
                 386,             0.01552,           0.0068093,                   0,             0.99386,             0.99183,             0.99482,             0.78983,            0.021472,           0.0036634,                   0,            0.004225,            0.004225,            0.004225
                 387,            0.015517,           0.0067932,                   0,             0.99386,             0.99182,             0.99483,             0.78974,            0.021472,           0.0036651,                   0,             0.00421,             0.00421,             0.00421
                 388,            0.015481,           0.0067512,                   0,             0.99386,             0.99182,             0.99482,              0.7903,            0.021471,            0.003667,                   0,            0.004195,            0.004195,            0.004195
                 389,            0.015329,           0.0067476,                   0,             0.99385,             0.99183,             0.99483,             0.79013,             0.02147,           0.0036686,                   0,             0.00418,             0.00418,             0.00418
                 390,             0.01538,           0.0066735,                   0,             0.99385,             0.99183,             0.99483,             0.78998,             0.02147,           0.0036704,                   0,            0.004165,            0.004165,            0.004165
